month,date,year,status,ubication,turn,mining,company,level,type,veta,tajo,dominio,ton,tonh,vagones,ley_stope,cod_despacho,ley_ag,ley_fe,ley_mn,ley_pb,ley_zn,ley_original,ley_cancha2,cod_muestra3,ley_cancha3,ley_cancha_castigada,ley_inicial,rango,tmh_ag,tmh_fe,tmh_mn,tmh_pb,tmh_zn,cod_tableta,labor,date_abas,columna,timestamp,week,nro_month,carriage
AGOSTO,2023-08-01,2023,Planta,Cancha 1,SIN TURNO,UCHUCCHACUA,CIA,0,AVANCE,Cachipampa,AVANCE,Polimetálico,2506.04,2666.0,333,--,--,2.8,1.9,4.4,0.79,0.92,0.0,0,--,0,0.0,2.8,0-3,7464.799999999999,5065.4,11730.4,2106.14,2452.7200000000003,B,AVANCE,2023-12-31,--,1690866000,31,8,Vagones
AGOSTO,2023-08-01,2023,Cancha,Cancha 1,SIN TURNO,UCHUCCHACUA,CIA,0,AVANCE,Gina,AVANCE,Ag/Alabandita,924.02,983.0,123,--,--,6.6,0.0,0.3,0.8,0.7,0.0,0,--,0,0.0,6.6,5-10,6487.799999999999,0.0,294.9,786.4000000000001,688.0999999999999,--,AVANCE,2023-12-31,--,1690866000,31,8,Vagones
AGOSTO,2023-08-24,2023,Cancha,Cancha Colquicocha,SIN TURNO,YUMPAG,CIA,0,AVANCE,Camila,AVANCE,Ag/Alabandita,893.0,950.0,0,--,--,61.5,5.1,18.3,3.1,2.8,0.0,0,--,0,0.0,61.5,10,58425.0,4845.0,17385.0,2945.0,2660.0,E1,AVANCE,2023-12-31,--,1692853200,34,8,Camion
AGOSTO,2023-08-24,2023,Cancha,Cancha Colquicocha,SIN TURNO,YUMPAG,CIA,0,AVANCE,Camila,AVANCE,Ag/Alabandita,810.28,862.0,0,--,--,48.6,5.1,18.2,1.4,1.9,0.0,0,--,0,0.0,48.6,10,41893.2,4396.2,15688.4,1206.8,1637.8,E2,AVANCE,2023-12-31,--,1692853200,34,8,Camion
AGOSTO,2023-08-24,2023,Planta,Cancha Colquicocha,SIN TURNO,YUMPAG,CIA,0,AVANCE,Camila,AVANCE,Ag/Alabandita,162.09359999999998,172.44,0,--,--,18.006211320754716,5.1,13.208008086792452,0.4770026208583233,0.9702489184115226,0.0,0,--,0,0.0,18.006211320754716,10,3104.991080150943,879.444,2277.5889144864905,82.25433194080927,167.30972349088296,2,AVANCE,2023-10-29,--,1692853200,34,8,Camion
AGOSTO,2023-08-24,2023,Planta,Cancha Colquicocha,SIN TURNO,YUMPAG,CIA,0,AVANCE,Camila,AVANCE,Ag/Alabandita,1111.3149999999998,1182.25,0,--,--,18.006211320754716,5.1,13.208008086792452,0.4770026208583233,0.9702489184115226,0.0,0,--,0,0.0,18.006211320754716,10,21287.843333962264,6029.474999999999,15615.167560610376,563.9363485097527,1147.0767837920223,2,AVANCE,2023-10-30,--,1692853200,34,8,Camion
AGOSTO,2023-08-24,2023,Planta,Cancha Colquicocha,SIN TURNO,YUMPAG,CIA,0,AVANCE,Camila,AVANCE,Ag/Alabandita,867.4225999999999,922.79,0,--,--,18.006211320754716,5.1,13.208008086792452,0.4770026208583233,0.9702489184115226,0.0,0,--,0,0.0,18.006211320754716,10,16615.951744679245,4706.228999999999,12188.217782411206,440.1732485018521,895.335999420969,2,AVANCE,2023-10-30,--,1692853200,34,8,Camion
AGOSTO,2023-08-24,2023,Planta,Cancha Colquicocha,SIN TURNO,YUMPAG,CIA,0,AVANCE,Camila,AVANCE,Ag/Alabandita,623.4549999999999,663.25,0,--,--,18.006211320754716,5.1,13.208008086792452,0.4770026208583233,0.9702489184115226,0.0,0,--,0,0.0,18.006211320754716,10,11942.619658490565,3382.575,8760.211363565093,316.3719882842829,643.5175951364424,2,AVANCE,2023-10-31,--,1692853200,34,8,Camion
AGOSTO,2023-08-24,2023,Planta,Cancha Colquicocha,SIN TURNO,YUMPAG,CIA,0,AVANCE,Camila,AVANCE,Ag/Alabandita,324.2624,344.96,0,--,--,18.006211320754716,5.1,13.208008086792452,0.4770026208583233,0.9702489184115226,0.0,0,--,0,0.0,18.006211320754716,10,6211.422657207547,1759.2959999999998,4556.234469619924,164.5468240912872,334.69706689523883,2,AVANCE,2023-10-31,--,1692853200,34,8,Camion
AGOSTO,2023-08-24,2023,Planta,Cancha Colquicocha,SIN TURNO,YUMPAG,CIA,0,AVANCE,Camila,AVANCE,Ag/Alabandita,989.4627999999998,1052.62,0,--,--,18.006211320754716,5.1,13.208008086792452,0.4770026208583233,0.9702489184115226,0.0,0,--,0,0.0,18.006211320754716,10,18953.698160452823,5368.361999999999,13903.01347231947,502.1024987678882,1021.3034164983368,2,AVANCE,2023-11-01,--,1692853200,34,8,Camion
AGOSTO,2023-08-24,2023,Planta,Cancha Colquicocha,SIN TURNO,YUMPAG,CIA,0,AVANCE,Camila,AVANCE,Ag/Alabandita,903.9886000000004,961.6900000000004,0,--,--,18.006211320754716,5.1,13.208008086792452,0.4770026208583233,0.9702489184115226,0.0,0,--,0,0.0,18.006211320754716,10,17316.39336505661,4904.619000000002,12702.00929698744,458.7286504532412,933.0786823471776,2,AVANCE,2023-11-01,--,1692853200,34,8,Camion
AGOSTO,2023-08-24,2023,Planta,Cancha Colquicocha,SIN TURNO,YUMPAG,CIA,0,AVANCE,Camila,AVANCE,Ag/Alabandita,333.5778,354.87,0,--,--,23.413658867336675,5.1,13.459023397989975,0.6,1.2590233979899752,0.0,0,--,0,0.0,23.413658867336675,10,8308.805122251766,1809.837,4776.203633244702,212.922,446.7896332447025,5,AVANCE,2023-11-09,--,1692853200,34,8,Camion
AGOSTO,2023-08-24,2023,Planta,Cancha Colquicocha,SIN TURNO,YUMPAG,CIA,0,AVANCE,Camila,AVANCE,Ag/Alabandita,2038.86,2169.0,0,--,--,23.413658867336675,5.1,13.459023397989975,0.6,1.2590233979899752,0.0,0,--,0,0.0,23.413658867336675,10,50784.22608325325,11061.9,29192.621750240254,1301.4,2730.8217502402563,5,AVANCE,2023-11-08,--,1692853200,34,8,Camion
AGOSTO,2023-08-24,2023,Planta,Cancha Colquicocha,SIN TURNO,YUMPAG,CIA,0,AVANCE,Camila,AVANCE,Ag/Alabandita,1731.2074,1841.71,0,--,--,23.413658867336675,5.1,13.459023397989975,0.6,1.2590233979899752,0.0,0,--,0,0.0,23.413658867336675,10,43121.16967256263,9392.721,24787.61798231212,1105.026,2318.7559823121173,5,AVANCE,2023-11-07,--,1692853200,34,8,Camion
AGOSTO,2023-08-24,2023,Planta,Cancha Colquicocha,SIN TURNO,YUMPAG,CIA,0,AVANCE,Camila,AVANCE,Ag/Alabandita,2192.362,2332.3,0,--,--,23.413658867336675,5.1,13.459023397989975,0.6,1.2590233979899752,0.0,0,--,0,0.0,23.413658867336675,10,54607.67657628933,11894.73,31390.480271132023,1399.38,2936.4202711320195,5,AVANCE,2023-11-06,--,1692853200,34,8,Camion
AGOSTO,2023-08-24,2023,Planta,Cancha Colquicocha,SIN TURNO,YUMPAG,CIA,0,TAJO,Camila,TJ 400,Ag/Alabandita,926.9058,986.07,0,--,--,18.094426242822625,5.0,13.200319837594796,0.5588993255778848,1.3010655943516878,0.0,0,--,0,0.0,18.094426242822625,10,17842.370885260105,4930.35,13016.4393822571,551.1138579725849,1282.9417506223688,6,TJ 400,2023-11-01,--,1692853200,34,8,Camion
AGOSTO,2023-08-24,2023,Planta,Cancha Colquicocha,SIN TURNO,YUMPAG,CIA,0,TAJO,Camila,TJ 400,Ag/Alabandita,1034.2632,1100.28,0,--,--,18.094426242822625,5.0,13.200319837594796,0.5588993255778848,1.3010655943516878,0.0,0,--,0,0.0,18.094426242822625,10,19908.93530645288,5501.4,14524.0479109088,614.9457499468351,1431.536452153275,6,TJ 400,2023-11-02,--,1692853200,34,8,Camion
AGOSTO,2023-08-24,2023,Planta,Cancha Colquicocha,SIN TURNO,YUMPAG,CIA,0,TAJO,Camila,TJ 400,Ag/Alabandita,869.7162,925.23,0,--,--,18.094426242822625,5.0,13.200319837594796,0.5588993255778848,1.3010655943516878,0.0,0,--,0,0.0,18.094426242822625,10,16741.505992646777,4626.15,12213.331923337832,517.1104230044264,1203.7849198620122,6,TJ 400,2023-11-03,--,1692853200,34,8,Camion
AGOSTO,2023-08-24,2023,Planta,Cancha Colquicocha,SIN TURNO,YUMPAG,CIA,0,TAJO,Camila,TJ 400,Ag/Alabandita,2088.0783999999994,2221.36,0,--,--,18.094426242822625,5.0,13.200319837594796,0.5588993255778848,1.3010655943516878,0.0,0,--,0,0.0,18.094426242822625,10,40194.23467875646,11106.8,29322.66247443957,1241.51660586569,2890.135068669065,6,TJ 400,2023-11-04,--,1692853200,34,8,Camion
AGOSTO,2023-08-24,2023,Planta,Cancha Colquicocha,SIN TURNO,YUMPAG,CIA,0,TAJO,Camila,TJ 400,Ag/Alabandita,1717.6714,1827.31,0,--,--,18.094426242822625,5.0,13.200319837594796,0.5588993255778848,1.3010655943516878,0.0,0,--,0,0.0,18.094426242822625,10,33064.12601777221,9136.55,24121.076442435344,1021.2823266217248,2377.4501712147826,6,TJ 400,2023-11-05,--,1692853200,34,8,Camion
AGOSTO,2023-08-24,2023,Planta,Cancha Colquicocha,SIN TURNO,YUMPAG,CIA,0,TAJO,Camila,TJ 400,Ag/Alabandita,126.95640000000164,106.0,0,--,--,18.094426242822625,5.0,13.200319837594796,0.5588993255778848,1.3010655943516878,18.094426242822625,10,2443.833208355656,675.3000000000088,0.0,18.094426242822625,10,1918.0091817391983,530.0,1399.2339027850485,59.24332851125579,137.9129530012789,6,TJ 400,2023-11-15,--,1692853200,34,8,Camion
AGOSTO,2023-08-24,2023,Planta,Cancha Colquicocha,SIN TURNO,YUMPAG,CIA,0,TAJO,Camila,TJ 400,Ag/Alabandita,27.316400000001657,29.060000000001764,0,--,--,18.094426242822625,5.0,13.200319837594796,0.5588993255778848,1.3010655943516878,0.0,0,--,0,0.0,18.094426242822625,10,525.8240266164574,145.30000000000882,383.60129448052805,16.241614401294317,37.808966171862345,6,TJ 400,2023-11-15,--,1692853200,34,8,Camion
AGOSTO,2023-08-24,2023,Planta,Cancha Colquicocha,SIN TURNO,YUMPAG,CIA,0,AVANCE,Camila,AVANCE,Ag/Alabandita,334.123,355.45,0,--,--,17.62,5.1,13.23,0.4034659735973598,0.8468983250825084,0.0,0,--,0,0.0,17.62,10,6263.029,1812.795,4702.6035,143.41198031518155,301.0300096505776,7,AVANCE,2023-10-31,--,1692853200,34,8,Camion
AGOSTO,2023-08-24,2023,Planta,Cancha Colquicocha,SIN TURNO,YUMPAG,CIA,0,AVANCE,Camila,AVANCE,Ag/Alabandita,615.2769999999999,654.55,0,--,--,17.62,5.1,13.23,0.4034659735973598,0.8468983250825084,0.0,0,--,0,0.0,17.62,10,11533.171,3338.2049999999995,8659.6965,264.08865301815183,554.3372986827559,7,AVANCE,2023-10-31,--,1692853200,34,8,Camion
AGOSTO,2023-08-24,2023,Planta,Cancha Colquicocha,SIN TURNO,YUMPAG,CIA,0,TAJO,Camila,TJ 400,Ag/Alabandita,111.88819999999996,119.02999999999996,0,--,--,23.974978308823527,5.3,15.49794117647059,0.8014670955882353,2.108649080882353,0.0,0,--,0,0.0,23.974978308823527,10,2853.741668099264,630.8589999999998,1844.719938235294,95.39862838786762,250.99250009742647,12,TJ 400,2023-11-15,--,1692853200,34,8,Camion
AGOSTO,2023-08-24,2023,Planta,Cancha Colquicocha,SIN TURNO,UCHUCCHACUA,CIA,0,AVANCE,Cachipampa,AVANCE,Polimetálico,1620.56,1724.0,216,--,--,4.3212075,16.85,0.5,4.477578333333334,5.171140833333333,0.0,0,--,0,0.0,4.3212075,4-4.5,7449.76173,29049.4,862.0,7719.345046666667,8915.046796666667,1,AVANCE,2023-12-31,--,1692853200,34,8,Vagones
AGOSTO,2023-08-24,2023,Planta,Cancha 1,SIN TURNO,UCHUCCHACUA,CIA,0,AVANCE,Cachipampa,AVANCE,Polimetálico,14560.6,15490.0,1936,--,--,3.94,16.2,0.45,3.63,5.65,0.0,0,--,0,0.0,3.94,3-4,61030.6,250938.0,6970.5,56228.7,87518.5,2,AVANCE,2023-12-31,--,1692853200,34,8,Vagones
AGOSTO,2023-08-24,2023,Planta,Cancha 1,SIN TURNO,UCHUCCHACUA,CIA,0,AVANCE,Cachipampa,AVANCE,Polimetálico,1625.26,1729.0,216,--,--,2.76878,15.0,4.1,1.8565,4.36022,0.0,0,--,0,0.0,2.76878,0-3,4787.22062,25935.0,7088.9,3209.8885,7538.82038,2,AVANCE,2023-12-31,--,1692853200,34,8,Vagones
AGOSTO,2023-08-24,2023,Planta,Cancha Colquicocha,SIN TURNO,UCHUCCHACUA,CIA,0,AVANCE,Cachipampa,AVANCE,Polimetálico,11180.36,11894.0,1487,--,--,3.30804767441061,15.2,0.48,2.9809213710017346,4.8606071260711445,0.0,0,--,0,0.0,3.30804767441061,3-4,39345.9190394398,180788.8,5709.12,35455.078786694634,57812.06115749019,3,AVANCE,2023-12-31,--,1692853200,34,8,Vagones
OCTUBRE,2023-10-04,2023,Cancha,Cancha 1,SIN TURNO,UCHUCCHACUA,CIA,3990,TAJO,Cachipampa,TJ 6432 NE,Polimetálico,928.72,988.0,124,--,--,4.035396386639676,20.0,0.47,4.225566320850202,5.993486138663967,0.0,0,--,0,0.0,4.035396386639676,4-4.5,3986.97163,19760.0,464.36,4174.859525,5921.564305,6,TJ 6432 NE,2023-12-31,--,1696395600,40,10,Vagones
OCTUBRE,2023-09-29,2023,Cancha,Cancha 2,SIN TURNO,UCHUCCHACUA,CIA,3990,TAJO,Cachipampa,TJ 6432 NE,Polimetálico,225.6,240.0,30,--,Desp.UCCA0007693,3.300365215909091,21.65,0.49,2.6958757215909093,5.288745545454545,0.0,0,--,0,0.0,3.300365215909091,3-4,792.0876518181818,5196.0,117.6,647.0101731818182,1269.2989309090908,4,TJ 6432 NE,2023-12-31,--,1695963600,39,10,Vagones
OCTUBRE,2023-09-29,2023,Planta,Cancha 1,SIN TURNO,UCHUCCHACUA,CIA,4240,TAJO,Vanessa,TJ 6608,Polimetálico,58.28,62.0,8,--,Desp.UCCA0007704,4.220583284854318,27.02412164468581,0.5347841737781227,3.043038865571388,5.627290806139586,0.0,0,--,0,0.0,4.220583284854318,4-4.5,261.67616366096775,1675.49554197052,33.15661877424361,188.66840966542603,348.8920299806543,2,TJ 6608,2023-12-05,--,1695963600,39,10,Vagones
OCTUBRE,2023-09-29,2023,Planta,Cancha 2,SIN TURNO,UCHUCCHACUA,CIA,3990,TAJO,Cachipampa,TJ 6432 NE,Polimetálico,423.0,450.0,56,--,Desp.UCCA0007703,4.428770123883193,18.11,0.5,3.835847828146549,6.452111105954307,0.0,0,--,0,0.0,4.428770123883193,4-4.5,1992.9465557474368,8149.5,225.0,1726.1315226659472,2903.449997679438,7,TJ 6432 NE,2023-12-06,--,1695963600,39,10,Vagones
OCTUBRE,2023-09-29,2023,Planta,Cancha 2,SIN TURNO,UCHUCCHACUA,CIA,3990,TAJO,Cachipampa,TJ 6432 NE,Polimetálico,56.4,60.0,8,--,Desp.UCCA0007705,4.428770123883193,18.11,0.5,3.835847828146549,6.452111105954307,0.0,0,--,0,0.0,4.428770123883193,4-4.5,265.72620743299154,1086.6,30.0,230.15086968879297,387.1266663572584,7,TJ 6432 NE,2023-12-05,--,1695963600,39,10,Vagones
OCTUBRE,2023-09-29,2023,Planta,Cancha 1,SIN TURNO,UCHUCCHACUA,CIA,4240,TAJO,Vanessa,TJ 6608,Polimetálico,70.5,75.0,9,--,Desp.UCCA0007707,4.220583284854318,27.02412164468581,0.5347841737781227,3.043038865571388,5.627290806139586,0.0,0,--,0,0.0,4.220583284854318,4-4.5,316.54374636407385,2026.809123351436,40.108813033359205,228.2279149178541,422.0468104604689,2,TJ 6608,2023-12-04,--,1695963600,39,10,Vagones
OCTUBRE,2023-09-30,2023,Cancha,Cancha 2,SIN TURNO,UCHUCCHACUA,CIA,3990,TAJO,Cachipampa,TJ 6432 NE,Polimetálico,263.2,280.0,35,--,Desp.UCCA0007719,3.300365215909091,21.65,0.49,2.6958757215909093,5.288745545454545,0.0,0,--,0,0.0,3.300365215909091,3-4,924.1022604545454,6062.0,137.2,754.8452020454546,1480.8487527272723,4,TJ 6432 NE,2023-12-31,--,1696050000,39,10,Vagones
OCTUBRE,2023-10-03,2023,Cancha,Cancha 2,SIN TURNO,UCHUCCHACUA,CIA,3990,TAJO,Cachipampa,TJ 6432 NE,Polimetálico,60.16,64.0,8,--,Desp.UCCA0007721,3.300365215909091,21.65,0.49,2.6958757215909093,5.288745545454545,0.0,0,--,0,0.0,3.300365215909091,3-4,211.2233738181818,1385.6,31.36,172.5360461818182,338.4797149090909,4,TJ 6432 NE,2023-12-31,--,1696309200,40,10,Vagones
OCTUBRE,2023-10-03,2023,Planta,Cancha 2,SIN TURNO,UCHUCCHACUA,CIA,3990,TAJO,Cachipampa,TJ 6432 NE,Polimetálico,435.22,463.0,58,--,Desp.UCCA0007724,4.428770123883193,18.11,0.5,3.835847828146549,6.452111105954307,0.0,0,--,0,0.0,4.428770123883193,4-4.5,2050.520567357918,8384.93,231.5,1775.9975444318522,2987.327442056844,7,TJ 6432 NE,2023-12-06,--,1696309200,40,10,Vagones
OCTUBRE,2023-10-05,2023,Planta,Cancha 2,SIN TURNO,UCHUCCHACUA,CIA,3990,TAJO,Cachipampa,TJ 6432 NE,Polimetálico,82.72,88.0,11,--,Desp.UCCA0007732,4.428770123883193,18.11,0.5,3.835847828146549,6.452111105954307,0.0,0,--,0,0.0,4.428770123883193,4-4.5,389.73177090172095,1593.6799999999998,44.0,337.55460887689634,567.785777323979,7,TJ 6432 NE,2023-12-06,--,1696482000,40,10,Vagones
OCTUBRE,2023-10-05,2023,Planta,Cancha 2,SIN TURNO,UCHUCCHACUA,CIA,3990,TAJO,Cachipampa,TJ 6432 NE,Polimetálico,82.72,88.0,11,--,Desp.UCCA0007732,4.428770123883193,18.11,0.5,3.835847828146549,6.452111105954307,0.0,0,--,0,0.0,4.428770123883193,4-4.5,389.73177090172095,1593.6799999999998,44.0,337.55460887689634,567.785777323979,7,TJ 6432 NE,2023-12-06,--,1696482000,40,10,Vagones
OCTUBRE,2023-10-05,2023,Planta,Cancha 2,SIN TURNO,UCHUCCHACUA,CIA,3990,TAJO,Cachipampa,TJ 6432 NE,Polimetálico,82.72,88.0,11,--,Desp.UCCA0007732,4.428770123883193,18.11,0.5,3.835847828146549,6.452111105954307,0.0,0,--,0,0.0,4.428770123883193,4-4.5,389.73177090172095,1593.6799999999998,44.0,337.55460887689634,567.785777323979,7,TJ 6432 NE,2023-12-06,--,1696482000,40,10,Vagones
OCTUBRE,2023-10-05,2023,Planta,Cancha 2,SIN TURNO,UCHUCCHACUA,CIA,3990,TAJO,Cachipampa,TJ 6432 NE,Polimetálico,82.72,88.0,11,--,Desp.UCCA0007732,4.428770123883193,18.11,0.5,3.835847828146549,6.452111105954307,0.0,0,--,0,0.0,4.428770123883193,4-4.5,389.73177090172095,1593.6799999999998,44.0,337.55460887689634,567.785777323979,7,TJ 6432 NE,2023-12-06,--,1696482000,40,10,Vagones
OCTUBRE,2023-10-06,2023,Planta,Cancha Colquicocha,SIN TURNO,UCHUCCHACUA,CIA,3990,TAJO,Cachipampa,TJ 6432 NE,Polimetálico,82.72,88.0,11,--,Desp.UCCA0007733,5.0448980949720665,18.41,0.7,5.309477656424581,5.91578163594041,0.0,0,--,0,0.0,5.0448980949720665,5-10,443.95103235754186,1620.08,61.6,467.2340337653631,520.588783962756,4,TJ 6432 NE,2023-10-25,--,1696568400,40,10,Vagones
OCTUBRE,2023-10-06,2023,Planta,Cancha Colquicocha,SIN TURNO,UCHUCCHACUA,CIA,3990,TAJO,Cachipampa,TJ 6432 NE,Polimetálico,82.72,88.0,11,--,Desp.UCCA0007733,5.0448980949720665,18.41,0.7,5.309477656424581,5.91578163594041,0.0,0,--,0,0.0,5.0448980949720665,5-10,443.95103235754186,1620.08,61.6,467.2340337653631,520.588783962756,4,TJ 6432 NE,2023-10-25,--,1696568400,40,10,Vagones
OCTUBRE,2023-10-06,2023,Planta,Cancha Colquicocha,SIN TURNO,UCHUCCHACUA,CIA,3990,TAJO,Cachipampa,TJ 6432 NE,Polimetálico,195.52,208.0,6,--,Desp.UCCA0007733,5.0448980949720665,18.41,0.7,5.309477656424581,5.91578163594041,0.0,0,--,0,0.0,5.0448980949720665,5-10,1049.33880375419,3829.28,145.6,1104.3713525363128,1230.4825802756052,4,TJ 6432 NE,2023-10-25,--,1696568400,40,10,Vagones
OCTUBRE,2023-10-06,2023,Planta,Cancha 2,SIN TURNO,UCHUCCHACUA,CIA,3990,TAJO,Cachipampa,TJ 6432 NE,Polimetálico,82.72,88.0,11,--,Desp.UCCA0007734,4.428770123883193,18.11,0.5,3.835847828146549,6.452111105954307,0.0,0,--,0,0.0,4.428770123883193,4-4.5,389.73177090172095,1593.6799999999998,44.0,337.55460887689634,567.785777323979,7,TJ 6432 NE,2023-12-06,--,1696568400,40,10,Vagones
OCTUBRE,2023-10-06,2023,Planta,Cancha 2,SIN TURNO,UCHUCCHACUA,CIA,3990,TAJO,Cachipampa,TJ 6432 NE,Polimetálico,82.72,88.0,11,--,Desp.UCCA0007734,4.428770123883193,18.11,0.5,3.835847828146549,6.452111105954307,0.0,0,--,0,0.0,4.428770123883193,4-4.5,389.73177090172095,1593.6799999999998,44.0,337.55460887689634,567.785777323979,7,TJ 6432 NE,2023-12-07,--,1696568400,40,10,Vagones
OCTUBRE,2023-10-06,2023,Planta,Cancha 2,SIN TURNO,UCHUCCHACUA,CIA,3990,TAJO,Cachipampa,TJ 6432 NE,Polimetálico,82.72,88.0,11,--,Desp.UCCA0007734,4.428770123883193,18.11,0.5,3.835847828146549,6.452111105954307,0.0,0,--,0,0.0,4.428770123883193,4-4.5,389.73177090172095,1593.6799999999998,44.0,337.55460887689634,567.785777323979,7,TJ 6432 NE,2023-12-05,--,1696568400,40,10,Vagones
OCTUBRE,2023-10-06,2023,Planta,Cancha 2,SIN TURNO,UCHUCCHACUA,CIA,3990,TAJO,Cachipampa,TJ 6432 NE,Polimetálico,82.72,88.0,11,--,Desp.UCCA0007737,4.428770123883193,18.11,0.5,3.835847828146549,6.452111105954307,0.0,0,--,0,0.0,4.428770123883193,4-4.5,389.73177090172095,1593.6799999999998,44.0,337.55460887689634,567.785777323979,7,TJ 6432 NE,2023-12-05,--,1696568400,40,10,Vagones
OCTUBRE,2023-10-06,2023,Planta,Cancha 2,SIN TURNO,UCHUCCHACUA,CIA,3990,TAJO,Cachipampa,TJ 6432 NE,Polimetálico,82.72,88.0,11,--,Desp.UCCA0007737,4.428770123883193,18.11,0.5,3.835847828146549,6.452111105954307,0.0,0,--,0,0.0,4.428770123883193,4-4.5,389.73177090172095,1593.6799999999998,44.0,337.55460887689634,567.785777323979,7,TJ 6432 NE,2023-12-05,--,1696568400,40,10,Vagones
OCTUBRE,2023-10-06,2023,Planta,Cancha 2,SIN TURNO,UCHUCCHACUA,CIA,3990,TAJO,Cachipampa,TJ 6432 NE,Polimetálico,82.72,88.0,11,--,Desp.UCCA0007737,4.428770123883193,18.11,0.5,3.835847828146549,6.452111105954307,0.0,0,--,0,0.0,4.428770123883193,4-4.5,389.73177090172095,1593.6799999999998,44.0,337.55460887689634,567.785777323979,7,TJ 6432 NE,2023-12-05,--,1696568400,40,10,Vagones
OCTUBRE,2023-10-06,2023,Cancha,Cancha 2,SIN TURNO,UCHUCCHACUA,CIA,3990,TAJO,Cachipampa,TJ 6432 NE,Polimetálico,82.72,88.0,11,--,Desp.UCCA0007738,3.300365215909091,21.65,0.49,2.6958757215909093,5.288745545454545,0.0,0,--,0,0.0,3.300365215909091,3-4,290.432139,1905.2,43.12,237.2370635,465.409608,4,TJ 6432 NE,2023-12-31,--,1696568400,40,10,Vagones
OCTUBRE,2023-10-06,2023,Cancha,Cancha 2,SIN TURNO,UCHUCCHACUA,CIA,3990,TAJO,Cachipampa,TJ 6432 NE,Polimetálico,82.72,88.0,11,--,Desp.UCCA0007738,3.300365215909091,21.65,0.49,2.6958757215909093,5.288745545454545,0.0,0,--,0,0.0,3.300365215909091,3-4,290.432139,1905.2,43.12,237.2370635,465.409608,4,TJ 6432 NE,2023-12-31,--,1696568400,40,10,Vagones
OCTUBRE,2023-10-06,2023,Planta,Cancha Colquicocha,SIN TURNO,YUMPAG,CIA,0,AVANCE,Camila,AVANCE,Ag/Alabandita,43.5502,46.33,0,--,Desp.UCCA0007736,37.59928000000001,5.298001000000001,19.168258,0.9163685,1.363766,0.0,0,--,0,0.0,37.59928000000001,10,1741.9746424000002,245.45638633000004,888.0653931400001,42.455352605,63.18327878,1,AVANCE,2023-11-10,--,1696568400,40,10,Camion
OCTUBRE,2023-10-06,2023,Planta,Cancha Colquicocha,SIN TURNO,YUMPAG,CIA,0,AVANCE,Camila,AVANCE,Ag/Alabandita,36.6976,39.04,0,--,Desp.UCCA0007736,37.59928000000001,5.298001000000001,19.168258,0.9163685,1.363766,0.0,0,--,0,0.0,37.59928000000001,10,1467.8758912000003,206.83395904,748.32879232,35.775026239999995,53.24142464,1,AVANCE,2023-11-10,--,1696568400,40,10,Camion
OCTUBRE,2023-10-06,2023,Planta,Cancha Colquicocha,SIN TURNO,YUMPAG,CIA,0,AVANCE,Camila,AVANCE,Ag/Alabandita,40.1756,42.74,0,--,Desp.UCCA0007736,37.59928000000001,5.298001000000001,19.168258,0.9163685,1.363766,0.0,0,--,0,0.0,37.59928000000001,10,1606.9932272000003,226.43656274000008,819.2513469200001,39.16558969,58.28735884,1,AVANCE,2023-11-10,--,1696568400,40,10,Camion
OCTUBRE,2023-10-06,2023,Planta,Cancha Colquicocha,SIN TURNO,YUMPAG,CIA,0,AVANCE,Camila,AVANCE,Ag/Alabandita,37.0924,39.46,0,--,Desp.UCCA0007736,37.59928000000001,5.298001000000001,19.168258,0.9163685,1.363766,0.0,0,--,0,0.0,37.59928000000001,10,1483.6675888000004,209.05911946000003,756.3794606800001,36.15990101,53.81420636,1,AVANCE,2023-11-10,--,1696568400,40,10,Camion
OCTUBRE,2023-10-06,2023,Planta,Cancha Colquicocha,SIN TURNO,YUMPAG,CIA,0,AVANCE,Camila,AVANCE,Ag/Alabandita,42.911,45.65,0,--,Desp.UCCA0007736,37.59928000000001,5.298001000000001,19.168258,0.9163685,1.363766,0.0,0,--,0,0.0,37.59928000000001,10,1716.4071320000005,241.85374565000004,875.0309777,41.83222202499999,62.2559179,1,AVANCE,2023-11-10,--,1696568400,40,10,Camion
OCTUBRE,2023-10-06,2023,Planta,Cancha Colquicocha,SIN TURNO,YUMPAG,CIA,0,AVANCE,Camila,AVANCE,Ag/Alabandita,36.1618,38.47,0,--,Desp.UCCA0007736,37.59928000000001,5.298001000000001,19.168258,0.9163685,1.363766,0.0,0,--,0,0.0,37.59928000000001,10,1446.4443016000002,203.81409847000003,737.4028852600001,35.252696195,52.46407802,1,AVANCE,2023-11-10,--,1696568400,40,10,Camion
OCTUBRE,2023-10-06,2023,Planta,Cancha Colquicocha,SIN TURNO,YUMPAG,CIA,0,AVANCE,Camila,AVANCE,Ag/Alabandita,36.4062,38.73,0,--,Desp.UCCA0007736,37.59928000000001,5.298001000000001,19.168258,0.9163685,1.363766,0.0,0,--,0,0.0,37.59928000000001,10,1456.2201144,205.19157873000003,742.38663234,35.490952005,52.81865718,1,AVANCE,2023-11-10,--,1696568400,40,10,Camion
